,unit,cluster_label,story_id
511,Hyenas replied to panthers that there was a great noise .,4861,26
512,Panthers saw hyenas running again and also took flight .,1211,26
513,Tigers saw panthers running and asked where they were going .,2497,26
514,Panthers replied to tigers that there was a great noise .,4861,26
515,Tigers saw panthers running again and also took flight .,1211,26
516,Lions saw tigers running and asked where they were going .,2497,26
517,Tigers replied to lions that there was a loud noise .,6047,26
518,Lion asked tigers from where the loud noise came .,6047,26
519,Tigers replied to lion that they did not know .,6047,26
520,Lion asked tigers who told them about the noise .,6047,26
521,Lion asked each of the other animals in turn who told them about the noise .,6079,26
522,Each of the other animals replied to lion that they were told by the preceding animal .,6079,26
523,Hares showed lion the vilva forest where the noise came from .,6079,26
524,Lion saw the vilva forest and understood that there was nothing to be afraid of .,1372,26
525,Lion calmed down all the other animals and explained that the noise was just the fall of a vilva tree .,6079,26
526,A nut falls on PERSON 's back .,493,27
527,PERSON falls down and rolls on the ground .,1711,27
528,Kluk runs to the hen for help .,1328,27
529,Kluk informs the hen about the world falling down .,1328,27
530,Kluk asks the hen to join him in running away .,1328,27
531,The hen says she will only help PERSON if he can tell her who told him the world is falling .,461,27
532,Kluk tells the hen about the nut falling on his back .,1328,27
533,The hen says let 's run away and joins Kluk .,1328,27
534,"Kluk , the hen , and subsequent animals visit other animals to spread the news .",5012,27
535,The animals ask one another for the source of the news .,1582,27
536,Those being asked tell the story of the nut falling on their back .,493,27
537,The animals decide to run away with the others .,1410,27
538,"The animals reach their final destination before the fox , the wood .",676,27
539,The fox meets the other animals when they reach the wood .,676,27
540,The fox announces he will eat the last animal when he counts them .,1314,27
541,The animals become aware of the fox 's plan to eat them .,1314,27
542,Hen - Len says she 's going to the wood for some meat .,461,28
543,Chicken - Licken warns PERSON PERSON PERSON to stay back .,4138,28
544,Chicken - Licken claims the sky has already fallen .,836,28
545,Hen - Len agrees with Chicken - Licken and turns back .,344,28
546,Hen - Len meets Cock - Lock on the way back .,4582,28
547,Cock - Lock reveals Hen - Len 's original destination and shares the same warning .,4582,28
548,Cock - Lock turns back with PERSON PERSON PERSON .,5854,28
549,Cock - Lock meets Duck - Luck and shares the news .,4582,28
550,Duck - Luck learns of the warning and turns back too .,2487,28
551,"Cock - Lock continues sharing the story with Duck - Luck , Duck - Luck shares it with Drake - Lake , and so on .",4582,28
552,Each new character is met by a previous one and learns the shared story .,2846,28
553,Turkey - Lurkey is the last to turn back .,1318,28
554,The group shares the story with Fox - Lox .,3499,28
555,"Fox - Lox appears and offers help , but it 's a ruse .",3499,28
556,The characters get deceived by Fox - Lox and meet their demise .,2961,28
557,A Bodhisatta is reincarnated as a young lion in a wood .,549,29
558,A hare lives in a grove of palms mixed with vilva trees near the Western Ocean .,4433,29
559,The hare thinks about the end of the earth while lying under a palm tree .,4433,29
560,"A ripe vilva fruit falls on a palm leaf , scaring the hare .",5366,29
561,The hare runs away thinking the earth is collapsing .,1124,29
562,Another hare sees the first hare running and tries to stop him .,5771,29
563,"The second hare joins the first hare 's flight , and they both tell other animals what 's happening .",5771,29
564,"A deer sees the hares running and joins the flock , which grows larger .",5771,29
565,"The fleeing animals are seen by other large animals like deer , boar , and elephant .",1211,29
566,The animals ask about the reason for the flight and are told the earth is collapsing .,836,29
567,"They start running together , creating a long procession of animals .",3020,29
568,The Bodhisatta sees the massive animal procession and realizes they 're misunderstanding the cause .,941,29
569,The Bodhisatta decides to intervene to prevent the animals from perishing .,941,29
570,The Bodhisatta stops the animals and asks them why they 're fleeing .,941,29
571,The animals point to the hares as the source of the fear .,1124,29
572,The Bodhisatta questions the hares about their claim that the earth is collapsing .,941,29
573,The hare describes witnessing the alleged collapse near the ocean in a grove of palms .,4433,29
574,The Bodhisatta realizes the sound was probably just a ripe fruit falling .,941,29
575,"The Bodhisatta decides to investigate further , reassuring the animals .",941,29
576,A gentleman sits in his parlor reading .,74,30
577,A cat enters the chimney .,910,30
578,"The cat calls out a message : ' PERSON PERSON , Doldrum 's dead ! ' .",4042,30
579,The gentleman is startled .,4744,30
580,The gentleman 's wife enters the parlor .,289,30
581,The gentleman tells his wife about the cat 's message .,5425,30
582,"The woman 's cat rushes to the chimney and asks , ' Is Doldrum dead ? '",4042,30
583,The woman 's cat rushes up the chimney .,910,30
584,The woman 's cat is no longer heard .,2034,30
585,Conjectures are made about Doldrum 's and Dildrum 's status .,617,30
586,A dwarf appears to the farmer while he works in the field .,250,31
587,The dwarf asks the farmer to convey a message .,250,31
588,The message concerns PERSON 's death .,1057,31
589,The farmer talks about the unusual encounter over dinner .,3576,31
590,A small woman appears in the room for the first time .,468,31
591,The female dwarf enters the room crying .,3078,31
592,The female dwarf leaves the room and disappears .,397,31
593,PERSON PERSON is introduced .,138,32
594,PERSON PERSON PERSON cat is described .,3027,32
595,The cat has been with PERSON for many years .,810,32
596,A grave digger is working late on a sudden death .,2725,32
597,"The digger finishes work and walks home , hoping for a fire .",1715,32
598,PERSON PERSON sees a strange shadow near a gate with dancing lights .,4802,32
599,The shadow turns out to be nine black cats with shining eyes .,153,32
600,The cats do not respond to PERSON 's command to leave .,2034,32
601,"A voice calls PERSON PERSON PERSON name , and he is curious .",2672,32
602,One cat explains that it was the one who called PERSON .,3027,32
603,The cat demands PERSON tell another person a message .,662,32
604,"The cat and its friends vanish , and PERSON rushes home .",5489,32
605,PERSON tells his wife about the encounter and a message .,1116,32
606,The cat reacts to the message with excitement and exits .,5489,32
607,PERSON searches for PERSON PERSON but ca n't find him .,6297,32
608,"PERSON abandons the search , but the story hints at a hidden explanation .",3847,32
609,A man passes over PERSON to PERSON .,85,33
610,"A person in the mount of PERSON exclaims , ' Now King Pippe is dead ! '",4126,33
611,"A troll visits a peasant 's in Hagenbierg , with a silver jug .",788,33
612,A man enters the troll 's hosting location and shares a piece of news .,44,33
613,The troll sits with a cask .,788,33
614,A troll hears the news ' Now King Pippe is dead ! ' from another person in the mount .,4126,33
615,The troll pays a visit to a peasant 's in Hagenbierg .,788,33
616,A troll lets beer flow into a silver jug brought to a peasant 's location .,788,33
617,A troll rushes out of a house in fright .,3354,33
618,A man forgets to take something ( the silver jug ) when leaving a place .,5293,33
619,A troll and a man are in the same location at the same time .,44,33
620,A person in the mount of PERSON talks directly to someone passing by .,85,33
621,A man remembers a voice from earlier .,3952,33
622,A person crosses a bridge,2707,34
623,A cat jumps out in front of the person,810,34
624,The cat stands before the person,810,34
625,The cat looks directly at the person,810,34
626,The cat speaks to the person,810,34
627,The person looks at the cat in wonder,810,34
628,The person returns home,663,34
629,The person tells someone about the encounter,1624,34
630,A cat responds to the person 's story,810,34
631,The cat disappears,5489,34
632,A fairy is suspected to be attending a funeral,4994,34
633,Fairies are believed to die,4994,34
634,Fairies are believed to be buried in certain places,4994,34
635,A man returns home .,328,35
636,The man shares an incident with his wife .,453,35
637,The man 's wife listens to the incident .,453,35
638,A little underground man emerges from the cellar .,773,35
639,The underground man cries out .,773,35
640,A servant loads manure onto a field .,1059,36
641,The servant unloads manure .,1059,36
642,The servant prepares to put sideboards back onto the wagon .,1059,36
